path,string
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3024298\3024298-ABS.ZA03-30-FHS-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3024298 ABS.ZA03-30-FHS Depth Filter Cartridge (3024298)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 3.0   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 226   Adapter 2 Fin   O-Ring / Gasket /  Silicon        Length in inch 30   Length in cm 76.2   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 6 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3024299\3024299-ABS.ZA03-40-ESS-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3024299 ABS.ZA03-40-ESS Depth Filter Cartridge (3024299)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 3.0   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  Silicon        Length in inch 40   Length in cm 101.6   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 6 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3024300\3024300-ABS.ZA03-40-YYP-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3024300 ABS.ZA03-40-YYP Depth Filter Cartridge (3024300)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 3.0   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 Gasket   Adapter 2 Gasket   O-Ring / Gasket /  Santoprene        Length in inch 40   Length in cm 101.6   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 18 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3024301\3024301-ABS.ZA03-9.875-AAS-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3024301 ABS.ZA03-9.875-AAS Depth Filter Cartridge (3024301)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 3.0   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 Encap. Gasket   Adapter 2 Encap. Gasket   O-Ring / Gasket /  Silicon        Length in inch 79/8   Length in cm 25.1   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 6 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3024302\3024302-ABS.ZA03-9.875-EHE-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3024302 ABS.ZA03-9.875-EHE Depth Filter Cartridge (3024302)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 3.0   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222   Adapter 2 Fin   O-Ring / Gasket /  EPDM        Length in inch 79/8   Length in cm 25.1   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 6 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3024303\3024303-ABS.ZA03-9.875-FHS-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3024303 ABS.ZA03-9.875-FHS Depth Filter Cartridge (3024303)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 3.0   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 226   Adapter 2 Fin   O-Ring / Gasket /  Silicon        Length in inch 79/8   Length in cm 25.1   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 6 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3024304\3024304-ABS.ZA03-9.875-FSS-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3024304 ABS.ZA03-9.875-FSS Depth Filter Cartridge (3024304)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 3.0   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 226   Adapter 2 Flat end   O-Ring / Gasket /  Silicon        Length in inch 79/8   Length in cm 25.1   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 6 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3024333\3024333-ABS.ZA05-20-AAE-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3024333 ABS.ZA05-20-AAE Depth Filter Cartridge (3024333)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 5.0   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 Encap. Gasket   Adapter 2 Encap. Gasket   O-Ring / Gasket /  EPDM        Length in inch 20   Length in cm 50.8   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 6 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3024334\3024334-ABS.ZA05-20-AAS-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3024334 ABS.ZA05-20-AAS Depth Filter Cartridge (3024334)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 5.0   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 Encap. Gasket   Adapter 2 Encap. Gasket   O-Ring / Gasket /  Silicon        Length in inch 20   Length in cm 50.8   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 6 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3024335\3024335-ABS.ZA05-20-EST-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3024335 ABS.ZA05-20-EST Depth Filter Cartridge (3024335)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 5.0   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  Teflon        Length in inch 20   Length in cm 50.8   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 6 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3024336\3024336-ABS.ZA05-29-1\4-AAE-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3024336 ABS.ZA05-29 1/4-AAE Depth Filter Cartridge (3024336)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 5.0   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 Encap. Gasket   Adapter 2 Encap. Gasket   O-Ring / Gasket /  EPDM        Length in inch 117/4   Length in cm 74.3   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 6 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3024337\3024337-ABS.ZA05-30-AAE-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3024337 ABS.ZA05-30-AAE Depth Filter Cartridge (3024337)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 5.0   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 Encap. Gasket   Adapter 2 Encap. Gasket   O-Ring / Gasket /  EPDM        Length in inch 30   Length in cm 76.2   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 6 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3024338\3024338-ABS.ZA05-40-AAE-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3024338 ABS.ZA05-40-AAE Depth Filter Cartridge (3024338)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 5.0   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 Encap. Gasket   Adapter 2 Encap. Gasket   O-Ring / Gasket /  EPDM        Length in inch 40   Length in cm 101.6   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 6 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3024339\3024339-ABS.ZA05-40-EHE-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3024339 ABS.ZA05-40-EHE Depth Filter Cartridge (3024339)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 5.0   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222   Adapter 2 Fin   O-Ring / Gasket /  EPDM        Length in inch 40   Length in cm 101.6   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 6 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3024340\3024340-ABS.ZA05-40-EHV-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3024340 ABS.ZA05-40-EHV Depth Filter Cartridge (3024340)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 5.0   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222   Adapter 2 Fin   O-Ring / Gasket /  Viton        Length in inch 40   Length in cm 101.6   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 6 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3024341\3024341-ABS.ZA05-9.875-AAE-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3024341 ABS.ZA05-9.875-AAE Depth Filter Cartridge (3024341)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 5.0   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 Encap. Gasket   Adapter 2 Encap. Gasket   O-Ring / Gasket /  EPDM        Length in inch 79/8   Length in cm 25.1   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 6 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3024342\3024342-ABS.ZA05-9.875-AAS-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3024342 ABS.ZA05-9.875-AAS Depth Filter Cartridge (3024342)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 5.0   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 Encap. Gasket   Adapter 2 Encap. Gasket   O-Ring / Gasket /  Silicon        Length in inch 79/8   Length in cm 25.1   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 6 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3024343\3024343-ABS.ZA05-9.875-EHE-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3024343 ABS.ZA05-9.875-EHE Depth Filter Cartridge (3024343)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 5.0   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222   Adapter 2 Fin   O-Ring / Gasket /  EPDM        Length in inch 79/8   Length in cm 25.1   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 6 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3024344\3024344-ABS.ZA05-9.875-EHV-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3024344 ABS.ZA05-9.875-EHV Depth Filter Cartridge (3024344)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 5.0   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222   Adapter 2 Fin   O-Ring / Gasket /  Viton        Length in inch 79/8   Length in cm 25.1   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 6 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3024345\3024345-ABS.ZA05-9.875-FSS-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3024345 ABS.ZA05-9.875-FSS Depth Filter Cartridge (3024345)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 5.0   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 226   Adapter 2 Flat end   O-Ring / Gasket /  Silicon        Length in inch 79/8   Length in cm 25.1   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 6 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3026459\3026459-ABS.ZA05-40-ESS-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3026459 ABS.ZA05-40-ESS Depth Filter Cartridge (3026459)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 5.0   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  Silicon        Length in inch 40   Length in cm 101.6   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 6 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3026616\3026616-ABS.ZA01-30-ESS-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3026616 ABS.ZA01-30-ESS Depth Filter Cartridge (3026616)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 1.0   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  Silicon        Length in inch 30   Length in cm 76.2   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 6 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3027094\3027094-ABS.ZA01-30-EHE-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3027094 ABS.ZA01-30-EHE Depth Filter Cartridge (3027094)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 1.0   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222   Adapter 2 Fin   O-Ring / Gasket /  EPDM        Length in inch 30   Length in cm 76.2   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 6 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3027365\3027365-ABS.ZA01-40-ESS-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3027365 ABS.ZA01-40-ESS Depth Filter Cartridge (3027365)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 1.0   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  Silicon        Length in inch 40   Length in cm 101.6   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 6 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3027680\3027680-ABS.ZA03-9.875-AAE-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3027680 ABS.ZA03-9.875-AAE Depth Filter Cartridge (3027680)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 3.0   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 Encap. Gasket   Adapter 2 Encap. Gasket   O-Ring / Gasket /  EPDM        Length in inch 79/8   Length in cm 25.1   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 6 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3027721\3027721-ABS.ZA95-30-AAE-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3027721 ABS.ZA95-30-AAE Depth Filter Cartridge (3027721)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 0.5   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 Encap. Gasket   Adapter 2 Encap. Gasket   O-Ring / Gasket /  EPDM        Length in inch 30   Length in cm 76.2   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 6 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3027950\3027950-ABS.ZA03-20-FSS-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3027950 ABS.ZA03-20-FSS Depth Filter Cartridge (3027950)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 3.0   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 226   Adapter 2 Flat end   O-Ring / Gasket /  Silicon        Length in inch 20   Length in cm 50.8   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 6 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3027979\3027979-ABS.ZA95-29-1\4-AAE-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3027979 ABS.ZA95-29 1/4-AAE Depth Filter Cartridge (3027979)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 0.5   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 Encap. Gasket   Adapter 2 Encap. Gasket   O-Ring / Gasket /  EPDM        Length in inch 117/4   Length in cm 74.3   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 6 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3028092\3028092-ABS.ZA03-9.875-ESS-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3028092 ABS.ZA03-9.875-ESS Depth Filter Cartridge (3028092)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 3.0   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  Silicon        Length in inch 79/8   Length in cm 25.1   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 6 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3028525\3028525-ABS.ZA03-40-AAS-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3028525 ABS.ZA03-40-AAS Depth Filter Cartridge (3028525)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 3.0   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 Encap. Gasket   Adapter 2 Encap. Gasket   O-Ring / Gasket /  Silicon        Length in inch 40   Length in cm 101.6   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 6 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3028900\3028900-ABS.ZA01-9.875-AAB-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3028900 ABS.ZA01-9.875-AAB Depth Filter Cartridge (3028900)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 1.0   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 Encap. Gasket   Adapter 2 Encap. Gasket   O-Ring / Gasket /  Buna        Length in inch 79/8   Length in cm 25.1   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 6 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3031299\3031299-ABS.ZA01-29-1\4-EHS-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3031299 ABS.ZA01-29 1/4-EHS Depth Filter Cartridge (3031299)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 1.0   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222   Adapter 2 Fin   O-Ring / Gasket /  Silicon        Length in inch 29   Length in cm 73.7   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 6 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3032166\3032166-ABS.ZA95-9.875-AAB-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3032166 ABS.ZA95-9.875-AAB Depth Filter Cartridge (3032166)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 0.5   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 Encap. Gasket   Adapter 2 Encap. Gasket   O-Ring / Gasket /  Buna        Length in inch 79/8   Length in cm 25.1   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 6 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3032968\3032968-ABS.ZA05-29-1\4-YYP-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3032968 ABS.ZA05-29 1/4-YYP Depth Filter Cartridge (3032968)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 5.0   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 Gasket   Adapter 2 Gasket   O-Ring / Gasket /  Santoprene        Length in inch 117/4   Length in cm 74.3   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 18 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3033008\3033008-ABS.ZA01-9.875-ESE-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3033008 ABS.ZA01-9.875-ESE Depth Filter Cartridge (3033008)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 1.0   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  EPDM        Length in inch 79/8   Length in cm 25.1   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 6 pieces              
lenntech-selection-suez\lenntech-suez\products\SUEZ-Absolute.Za\3033009\3033009-ABS.ZA05-20-EHE-Depth-Filter-Cartridge\index.html, SUEZ Absolute.Za 3033009 ABS.ZA05-20-EHE Depth Filter Cartridge (3033009)    Brand SUEZ Absolute.Za   Type Depth Filter Cartridge   Pore Size µ 5.0   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222   Adapter 2 Fin   O-Ring / Gasket /  EPDM        Length in inch 20   Length in cm 50.8   outer diameter inch Ø2.5   outer diameter cm Ø6.4   Quantity per case 6 pieces              
