path,string
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-FE-CMFE-Capsule\3042281\3042281-CMFE9130YY,8.8-,1\PK-with-PTFE-membrane\index.html"," SUEZ Memtrex FE CMFE Capsule 3042281 CMFE9130YY,8.8"",1/PK with PTFE membrane (3042281)    Brand SUEZ Memtrex FE CMFE Capsule   Pore Size µ 0.1   Max Temperature °C 43   Max Temperature °F 110   Adapter 1 1.5in sanitary flange   Adapter 2 1.5in sanitary flange        Length in inch 8.8   Length in cm 22.4              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-FE-CMFE-Capsule\3050837\3050837-CMFE0108WW,4.3-,1\PK-with-PTFE-membrane\index.html"," SUEZ Memtrex FE CMFE Capsule 3050837 CMFE0108WW,4.3"",1/PK with PTFE membrane (3050837)    Brand SUEZ Memtrex FE CMFE Capsule   Pore Size µ 1   Max Temperature °C 43   Max Temperature °F 110   Adapter 1 0.5in MNPT   Adapter 2 0.5in MNPT        Length in inch 4.3   Length in cm 10.9              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-FE-S\1201413\1201413-MFE921ZHS-S,12.50-pleated-filter-with-PTFE-membrane\index.html"," SUEZ Memtrex FE S 1201413 MFE921ZHS-S,12.50"" pleated filter with PTFE membrane (1201413)    Brand SUEZ Memtrex FE S   Type Pleated Filter   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 226/SS insert   Adapter 2 Fin   O-Ring / Gasket /  Silicon        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-FE-S\1201414\1201414-MFE922ZHS-S,22.44-pleated-filter-with-PTFE-membrane\index.html"," SUEZ Memtrex FE S 1201414 MFE922ZHS-S,22.44"" pleated filter with PTFE membrane (1201414)    Brand SUEZ Memtrex FE S   Type Pleated Filter   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 226/SS insert   Adapter 2 Fin   O-Ring / Gasket /  Silicon        Length in inch 20   Length in cm 50.8   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-FE-S\1201415\1201415-MFE923ZHS-S,32.07-pleated-filter-with-PTFE-membrane\index.html"," SUEZ Memtrex FE S 1201415 MFE923ZHS-S,32.07"" pleated filter with PTFE membrane (1201415)    Brand SUEZ Memtrex FE S   Type Pleated Filter   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 226/SS insert   Adapter 2 Fin   O-Ring / Gasket /  Silicon        Length in inch 30   Length in cm 76.2   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-FE-S\1201416\1201416-MFE924ZHS-S,42.07-pleated-filter-with-PTFE-membrane\index.html"," SUEZ Memtrex FE S 1201416 MFE924ZHS-S,42.07"" pleated filter with PTFE membrane (1201416)    Brand SUEZ Memtrex FE S   Type Pleated Filter   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 226/SS insert   Adapter 2 Fin   O-Ring / Gasket /  Silicon        Length in inch 40   Length in cm 101.6   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-FE-S\1201417\1201417-MFE921QHS-S,12.77-pleated-filter-with-PTFE-membrane\index.html"," SUEZ Memtrex FE S 1201417 MFE921QHS-S,12.77"" pleated filter with PTFE membrane (1201417)    Brand SUEZ Memtrex FE S   Type Pleated Filter   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222/SS insert   Adapter 2 Fin   O-Ring / Gasket /  Silicon        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-FE-S\1201418\1201418-MFE922QHS-S,22.46-pleated-filter-with-PTFE-membrane\index.html"," SUEZ Memtrex FE S 1201418 MFE922QHS-S,22.46"" pleated filter with PTFE membrane (1201418)    Brand SUEZ Memtrex FE S   Type Pleated Filter   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222/SS insert   Adapter 2 Fin   O-Ring / Gasket /  Silicon        Length in inch 20   Length in cm 50.8   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-FE-S\1201419\1201419-MFE923QHS-S,32.15-pleated-filter-with-PTFE-membrane\index.html"," SUEZ Memtrex FE S 1201419 MFE923QHS-S,32.15"" pleated filter with PTFE membrane (1201419)    Brand SUEZ Memtrex FE S   Type Pleated Filter   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222/SS insert   Adapter 2 Fin   O-Ring / Gasket /  Silicon        Length in inch 30   Length in cm 76.2   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-FE-S\1201420\1201420-MFE924QHS-S,42.09-pleated-filter-with-PTFE-membrane\index.html"," SUEZ Memtrex FE S 1201420 MFE924QHS-S,42.09"" pleated filter with PTFE membrane (1201420)    Brand SUEZ Memtrex FE S   Type Pleated Filter   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222/SS insert   Adapter 2 Fin   O-Ring / Gasket /  Silicon        Length in inch 40   Length in cm 101.6   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-FE-S\1201421\1201421-MFE921QGS-S,10.85-pleated-filter-with-PTFE-membrane\index.html"," SUEZ Memtrex FE S 1201421 MFE921QGS-S,10.85"" pleated filter with PTFE membrane (1201421)    Brand SUEZ Memtrex FE S   Type Pleated Filter   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222/SS insert   Adapter 2 Flat end   O-Ring / Gasket /  Silicon        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-FE-S\1201422\1201422-MFE922QGS-S,20.54-pleated-filter-with-PTFE-membrane\index.html"," SUEZ Memtrex FE S 1201422 MFE922QGS-S,20.54"" pleated filter with PTFE membrane (1201422)    Brand SUEZ Memtrex FE S   Type Pleated Filter   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222/SS insert   Adapter 2 Flat end   O-Ring / Gasket /  Silicon        Length in inch 20   Length in cm 50.8   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-FE-S\1201424\1201424-MFE923QGS-S,30.23-pleated-filter-with-PTFE-membrane\index.html"," SUEZ Memtrex FE S 1201424 MFE923QGS-S,30.23"" pleated filter with PTFE membrane (1201424)    Brand SUEZ Memtrex FE S   Type Pleated Filter   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222/SS insert   Adapter 2 Flat end   O-Ring / Gasket /  Silicon        Length in inch 30   Length in cm 76.2   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-FE-S\1201425\1201425-MFE921ZGS-S,10.58-pleated-filter-with-PTFE-membrane\index.html"," SUEZ Memtrex FE S 1201425 MFE921ZGS-S,10.58"" pleated filter with PTFE membrane (1201425)    Brand SUEZ Memtrex FE S   Type Pleated Filter   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 226/SS insert   Adapter 2 Flat end   O-Ring / Gasket /  Silicon        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-FE-S\1201426\1201426-MFE922ZGS-S,20.21-pleated-filter-with-PTFE-membrane\index.html"," SUEZ Memtrex FE S 1201426 MFE922ZGS-S,20.21"" pleated filter with PTFE membrane (1201426)    Brand SUEZ Memtrex FE S   Type Pleated Filter   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 226/SS insert   Adapter 2 Flat end   O-Ring / Gasket /  Silicon        Length in inch 20   Length in cm 50.8   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-FE-S\1201427\1201427-MFE923ZGS-S,29.96-pleated-filter-with-PTFE-membrane\index.html"," SUEZ Memtrex FE S 1201427 MFE923ZGS-S,29.96"" pleated filter with PTFE membrane (1201427)    Brand SUEZ Memtrex FE S   Type Pleated Filter   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 226/SS insert   Adapter 2 Flat end   O-Ring / Gasket /  Silicon        Length in inch 30   Length in cm 76.2   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-FE-S\1221484\1221484-MFE923QHT-S,32.15-pleated-filter-with-PTFE-membrane\index.html"," SUEZ Memtrex FE S 1221484 MFE923QHT-S,32.15"" pleated filter with PTFE membrane (1221484)    Brand SUEZ Memtrex FE S   Type Pleated Filter   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222/SS insert   Adapter 2 Fin   O-Ring / Gasket /  Teflon        Length in inch 30   Length in cm 76.2   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-FE-S\1221486\1221486-MFE921QHT-S,12.77-pleated-filter-with-PTFE-membrane\index.html"," SUEZ Memtrex FE S 1221486 MFE921QHT-S,12.77"" pleated filter with PTFE membrane (1221486)    Brand SUEZ Memtrex FE S   Type Pleated Filter   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222/SS insert   Adapter 2 Fin   O-Ring / Gasket /  Teflon        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-FE-S\1226663\1226663-MFE9205ZHS-S,7.50-pleated-filter-with-PTFE-membrane\index.html"," SUEZ Memtrex FE S 1226663 MFE9205ZHS-S,7.50"" pleated filter with PTFE membrane (1226663)    Brand SUEZ Memtrex FE S   Type Pleated Filter   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 226/SS insert   Adapter 2 Fin   O-Ring / Gasket /  Silicon        Length in inch 5   Length in cm 12.7   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-FE-S\1229892\1229892-MFE9205QHS-S,7.68-pleated-filter-with-PTFE-membrane\index.html"," SUEZ Memtrex FE S 1229892 MFE9205QHS-S,7.68"" pleated filter with PTFE membrane (1229892)    Brand SUEZ Memtrex FE S   Type Pleated Filter   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222/SS insert   Adapter 2 Fin   O-Ring / Gasket /  Silicon        Length in inch 5   Length in cm 12.7   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-FE-S\1232176\1232176-MFE9205ZGS-S,5.49-pleated-filter-with-PTFE-membrane\index.html"," SUEZ Memtrex FE S 1232176 MFE9205ZGS-S,5.49"" pleated filter with PTFE membrane (1232176)    Brand SUEZ Memtrex FE S   Type Pleated Filter   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 226/SS insert   Adapter 2 Flat end   O-Ring / Gasket /  Silicon        Length in inch 5   Length in cm 12.7   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-FE-S\1269741\1269741-MFE924ZHT-S,42.07-pleated-filter-with-PTFE-membrane\index.html"," SUEZ Memtrex FE S 1269741 MFE924ZHT-S,42.07"" pleated filter with PTFE membrane (1269741)    Brand SUEZ Memtrex FE S   Type Pleated Filter   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 226/SS insert   Adapter 2 Fin   O-Ring / Gasket /  Teflon        Length in inch 40   Length in cm 101.6   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-FE-S\1270002\1270002-MFE921ZHT-S,12.50-pleated-filter-with-PTFE-membrane\index.html"," SUEZ Memtrex FE S 1270002 MFE921ZHT-S,12.50"" pleated filter with PTFE membrane (1270002)    Brand SUEZ Memtrex FE S   Type Pleated Filter   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 226/SS insert   Adapter 2 Fin   O-Ring / Gasket /  Teflon        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-FE-S\3017344\3017344-MFE923ZHT-S,32.07-pleated-filter-with-PTFE-membrane\index.html"," SUEZ Memtrex FE S 3017344 MFE923ZHT-S,32.07"" pleated filter with PTFE membrane (3017344)    Brand SUEZ Memtrex FE S   Type Pleated Filter   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 226/SS insert   Adapter 2 Fin   O-Ring / Gasket /  Teflon        Length in inch 30   Length in cm 76.2   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-FE-S\3040934\3040934-MFE921ZHT-S,12.50-,PRE-WET-pleated-filter-with-PTFE-membrane\index.html"," SUEZ Memtrex FE S 3040934 MFE921ZHT-S,12.50"",PRE-WET pleated filter with PTFE membrane (3040934)    Brand SUEZ Memtrex FE S   Type Pleated Filter   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 226/SS insert   Adapter 2 Fin   O-Ring / Gasket /  Teflon        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-FE-S\3040991\3040991-MFE923ZHT-S,32.07-,PRE-WET-pleated-filter-with-PTFE-membrane\index.html"," SUEZ Memtrex FE S 3040991 MFE923ZHT-S,32.07"",PRE-WET pleated filter with PTFE membrane (3040991)    Brand SUEZ Memtrex FE S   Type Pleated Filter   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 226/SS insert   Adapter 2 Fin   O-Ring / Gasket /  Teflon        Length in inch 30   Length in cm 76.2   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-FE-S\3052515\3052515-MFE924ZHT-S,42.07-PRE-WET-pleated-filter-with-PTFE-membrane\index.html"," SUEZ Memtrex FE S 3052515 MFE924ZHT-S,42.07"" PRE-WET pleated filter with PTFE membrane (3052515)    Brand SUEZ Memtrex FE S   Type Pleated Filter   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 226/SS insert   Adapter 2 Fin   O-Ring / Gasket /  Teflon        Length in inch 40   Length in cm 101.6   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-HFE\3026978\3026978-MHFE911EHT,12.77-all-fluoropolymer-pleated-cartridge\index.html"," SUEZ Memtrex HFE 3026978 MHFE911EHT,12.77"" all fluoropolymer pleated cartridge (3026978)    Brand SUEZ Memtrex HFE   Pore Size µ 0.1   Max Temperature °C 82   Max Temperature °F 185   Adapter 1 222   Adapter 2 Fin   O-Ring / Gasket /  Teflon        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-HFE\3026979\3026979-MHFE921EHT,12.77-all-fluoropolymer-pleated-cartridge\index.html"," SUEZ Memtrex HFE 3026979 MHFE921EHT,12.77"" all fluoropolymer pleated cartridge (3026979)    Brand SUEZ Memtrex HFE   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 185   Adapter 1 222   Adapter 2 Fin   O-Ring / Gasket /  Teflon        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-HFE\3027010\3027010-MHFE912EHT,22.46-all-fluoropolymer-pleated-cartridge\index.html"," SUEZ Memtrex HFE 3027010 MHFE912EHT,22.46"" all fluoropolymer pleated cartridge (3027010)    Brand SUEZ Memtrex HFE   Pore Size µ 0.1   Max Temperature °C 82   Max Temperature °F 185   Adapter 1 222   Adapter 2 Fin   O-Ring / Gasket /  Teflon        Length in inch 20   Length in cm 50.8   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-HFE\3027011\3027011-MHFE922EHT,22.46-all-fluoropolymer-pleated-cartridge\index.html"," SUEZ Memtrex HFE 3027011 MHFE922EHT,22.46"" all fluoropolymer pleated cartridge (3027011)    Brand SUEZ Memtrex HFE   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 185   Adapter 1 222   Adapter 2 Fin   O-Ring / Gasket /  Teflon        Length in inch 20   Length in cm 50.8   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-HFE\3028129\3028129-MHFE921EGT,10.85-all-fluoropolymer-pleated-cartridge\index.html"," SUEZ Memtrex HFE 3028129 MHFE921EGT,10.85"" all fluoropolymer pleated cartridge (3028129)    Brand SUEZ Memtrex HFE   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 185   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  Teflon        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-HFE\3028373\3028373-MHFE921EGT-E,10.85-all-fluoropolymer-pleated-cartridge\index.html"," SUEZ Memtrex HFE 3028373 MHFE921EGT-E,10.85"" all fluoropolymer pleated cartridge (3028373)    Brand SUEZ Memtrex HFE   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 185   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  Teflon        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-HFE\3028539\3028539-MHFE913FHT,31.82-,PRE-WET-all-fluoropolymer-pleated-cartridge\index.html"," SUEZ Memtrex HFE 3028539 MHFE913FHT,31.82"",PRE-WET all fluoropolymer pleated cartridge (3028539)    Brand SUEZ Memtrex HFE   Pore Size µ 0.1   Max Temperature °C 82   Max Temperature °F 185   Adapter 1 226   Adapter 2 Fin   O-Ring / Gasket /  Teflon        Length in inch 30   Length in cm 76.2   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-HFE\3028560\3028560-MHFE923EHT,32.15-,PRE-WET-all-fluoropolymer-pleated-cartridge\index.html"," SUEZ Memtrex HFE 3028560 MHFE923EHT,32.15"",PRE-WET all fluoropolymer pleated cartridge (3028560)    Brand SUEZ Memtrex HFE   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 185   Adapter 1 222   Adapter 2 Fin   O-Ring / Gasket /  Teflon        Length in inch 30   Length in cm 76.2   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-HFE\3028561\3028561-MHFE943EHT,32.15-,PRE-WET-all-fluoropolymer-pleated-cartridge\index.html"," SUEZ Memtrex HFE 3028561 MHFE943EHT,32.15"",PRE-WET all fluoropolymer pleated cartridge (3028561)    Brand SUEZ Memtrex HFE   Pore Size µ 0.4   Max Temperature °C 82   Max Temperature °F 185   Adapter 1 222   Adapter 2 Fin   O-Ring / Gasket /  Teflon        Length in inch 30   Length in cm 76.2   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-HFE\3029207\3029207-MHFE921EGT,10.85-,PRE-WET-all-fluoropolymer-pleated-cartridge\index.html"," SUEZ Memtrex HFE 3029207 MHFE921EGT,10.85"",PRE-WET all fluoropolymer pleated cartridge (3029207)    Brand SUEZ Memtrex HFE   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 185   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  Teflon        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-HFE\3029945\3029945-MHFE911EGT,10.85-,PRE-WET-all-fluoropolymer-pleated-cartridge\index.html"," SUEZ Memtrex HFE 3029945 MHFE911EGT,10.85"",PRE-WET all fluoropolymer pleated cartridge (3029945)    Brand SUEZ Memtrex HFE   Pore Size µ 0.1   Max Temperature °C 82   Max Temperature °F 185   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  Teflon        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-HFE\3031283\3031283-MHFE922EGT,20.54-all-fluoropolymer-pleated-cartridge\index.html"," SUEZ Memtrex HFE 3031283 MHFE922EGT,20.54"" all fluoropolymer pleated cartridge (3031283)    Brand SUEZ Memtrex HFE   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 185   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  Teflon        Length in inch 20   Length in cm 50.8   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-HFE\3031284\3031284-MHFE922FHT,22.38-all-fluoropolymer-pleated-cartridge\index.html"," SUEZ Memtrex HFE 3031284 MHFE922FHT,22.38"" all fluoropolymer pleated cartridge (3031284)    Brand SUEZ Memtrex HFE   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 185   Adapter 1 226   Adapter 2 Fin   O-Ring / Gasket /  Teflon        Length in inch 20   Length in cm 50.8   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-HFE\3031387\3031387-MHFE921FGT,10.52-,PRE-WET-all-fluoropolymer-pleated-cartridge\index.html"," SUEZ Memtrex HFE 3031387 MHFE921FGT,10.52"",PRE-WET all fluoropolymer pleated cartridge (3031387)    Brand SUEZ Memtrex HFE   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 185   Adapter 1 226   Adapter 2 Flat end   O-Ring / Gasket /  Teflon        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-HFE\3032464\3032464-MHFE922EHT-E,22.46-,PRE-WET-all-fluoropolymer-pleated-cartridge\index.html"," SUEZ Memtrex HFE 3032464 MHFE922EHT-E,22.46"",PRE-WET all fluoropolymer pleated cartridge (3032464)    Brand SUEZ Memtrex HFE   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 185   Adapter 1 222   Adapter 2 Fin   O-Ring / Gasket /  Teflon        Length in inch 20   Length in cm 50.8   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-HFE\3032707\3032707-MHFE911EGT,10.85-all-fluoropolymer-pleated-cartridge\index.html"," SUEZ Memtrex HFE 3032707 MHFE911EGT,10.85"" all fluoropolymer pleated cartridge (3032707)    Brand SUEZ Memtrex HFE   Pore Size µ 0.1   Max Temperature °C 82   Max Temperature °F 185   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  Teflon        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-HFE\3034041\3034041-MHFE924EGT,40.17-all-fluoropolymer-pleated-cartridge\index.html"," SUEZ Memtrex HFE 3034041 MHFE924EGT,40.17"" all fluoropolymer pleated cartridge (3034041)    Brand SUEZ Memtrex HFE   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 185   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  Teflon        Length in inch 40   Length in cm 101.6   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-HFE\3034295\3034295-MHFE921EGV,10.85-all-fluoropolymer-pleated-cartridge\index.html"," SUEZ Memtrex HFE 3034295 MHFE921EGV,10.85"" all fluoropolymer pleated cartridge (3034295)    Brand SUEZ Memtrex HFE   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 185   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  Viton        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-HFE\3034611\3034611-MHFE923FHT,31.82-all-fluoropolymer-pleated-cartridge\index.html"," SUEZ Memtrex HFE 3034611 MHFE923FHT,31.82"" all fluoropolymer pleated cartridge (3034611)    Brand SUEZ Memtrex HFE   Pore Size µ 0.2   Max Temperature °C 82   Max Temperature °F 185   Adapter 1 226   Adapter 2 Fin   O-Ring / Gasket /  Teflon        Length in inch 30   Length in cm 76.2   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-HFE\3034941\3034941-MHFE851EGV,10.85-all-fluoropolymer-pleated-cartridge\index.html"," SUEZ Memtrex HFE 3034941 MHFE851EGV,10.85"" all fluoropolymer pleated cartridge (3034941)    Brand SUEZ Memtrex HFE   Pore Size µ 0.05   Max Temperature °C 82   Max Temperature °F 185   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  Viton        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-HFE\3035657\3035657-MHFE941AAT,9.75-all-fluoropolymer-pleated-cartridge\index.html"," SUEZ Memtrex HFE 3035657 MHFE941AAT,9.75"" all fluoropolymer pleated cartridge (3035657)    Brand SUEZ Memtrex HFE   Pore Size µ 0.4   Max Temperature °C 82   Max Temperature °F 185   Adapter 1 Gasket   Adapter 2 Gasket   O-Ring / Gasket /  Teflon        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Memtrex-HFE\3037527\3037527-MHFE942FHT,22.13-all-fluoropolymer-pleated-cartridge\index.html"," SUEZ Memtrex HFE 3037527 MHFE942FHT,22.13"" all fluoropolymer pleated cartridge (3037527)    Brand SUEZ Memtrex HFE   Pore Size µ 0.4   Max Temperature °C 82   Max Temperature °F 185   Adapter 1 226   Adapter 2 Fin   O-Ring / Gasket /  Teflon        Length in inch 20   Length in cm 50.8   outer diameter inch Ø2.75   outer diameter cm Ø7.0              "
